部分,考试类型,问题类型,问答对,筛选后三元组
中考中招,中考中招,报名篇,问：本市应届初三学生怎样报名？答：符合报名条件的本市应届初三学生由学籍学校组织安排，登录“上海招考热线”（www.shmeea.edu.cn）进行网上报名，同时在学籍学校进行报名信息确认。具体时间及政策说明均以发布的报名文件为准。,"['(本市应届初三学生, 被组织安排, 学籍学校)', '(本市应届初三学生, 进行, 上海招考热线网站在线报名)', '(本市应届初三学生, 报名信息确认地点, 学籍学校)']"
中考中招,中考中招,报名篇,问：除本市应届初三学生，其他满足报名条件的往届生、返沪生怎样报名？答：符合报名条件的本市往届初中毕业生、结业生或外省市初中毕业生，自行登录“上海招考热线”（www.shmeea.edu.cn）进行网上报名，并于指定时间内报名区招考机构现场确认报名信息。具体时间及政策说明均以发布的报名文件为准。,"['(往届生, 登录, 上海招考热线网站)', '(本市往届初中毕业生, 符合, 报名条件)', '(结业生, 符合, 报名条件)', '(外省市初中毕业生, 符合, 报名条件)', '(报名文件, 包含, 具体时间)', '(报名文件, 规定, 政策说明)']"
中考中招,中考中招,报名篇,问：非本市应届初三学生报名完成后什么时候需要去审核材料？答：往届生和返沪生完成网上报名后，须于指定时间内前往报名所在区的招考机构，现场确认报名信息，确认时须带好报名证明材料。详情可查看“上海招考热线”网站（www.shmeea.edu.cn）“首页—中招中考—报名须知”栏目发布的“20XX年本市高中阶段学校招生网上报名及信息确认将于X月X日开始”公告及其附件《20XX年上海市高中阶段学校招生报名各区信息确认安排一览表》等。,"['(往届生, 完成, 网上报名)', '(返沪生, 完成, 网上报名)', '(网上报名, 需进行, 现场确认报名信息)', '(往届生和返沪生, 需携带, 报名证明材料)', '(报名所在区招考机构, 办理, 现场确认)', '(报名须知栏目, 包含, 20XX年本市高中阶段学校招生网上报名及信息确认将于X月X日开始公告)', '(20XX年本市高中阶段学校招生网上报名及信息确认公告, 包含附件, 20XX年上海市高中阶段学校招生报名各区信息确认安排一览表)']"
中考中招,中考中招,报名篇,问：跨区报名的学生如何进行中招报名及信息确认？答：本市常住户口学生、持有效期内《上海市居住证》且积分达到标准分值人员的子女、在沪高校及科研机构博士后流动站（工作站）人员的子女，如是本市应届初三学生，则在学籍学校进行报名及信息确认；如是往届生，可在原初中毕业学校或户口、本人《上海市居住证》登记地、设站单位的所在区进行报名及信息确认。若学生学籍与户口、本人《上海市居住证》登记地、设站单位的所在区不一致，学生报名时既可选择在学籍所在区参加投档录取，也可选择在户口、本人《上海市居住证》登记地、设站单位的所在区参加投档录取。参加跨区投档录取的学生须在跨出区进行跨区资格审核及信息确认。学生报名区一经选择确认后，不得更改。,"['(本市应届初三学生, 报名及信息确认地点, 学籍学校)', '(本市应届初三学生, 办理地点, 学籍学校)', '(往届生, 可报名及信息确认地点, 原初中毕业学校)', '(往届生, 报名及信息确认地点, 户口所在区)', '(往届生, 报名及信息确认地点, 设站单位的所在区)', '(跨区报名的学生, 可选择参加投档录取地点, 学籍所在区)', '(跨区报名的学生, 可选择投档录取区为, 户口所在区)', '(跨区报名的学生, 可选择投档录取区, 设站单位的所在区)', '(参加跨区投档录取的学生, 须进行, 跨区资格审核及信息确认)', '(跨区资格审核及信息确认, 办理地点, 跨出区)', '(跨区报名的学生, 确认后不可更改, 报名区)']"
中考中招,中考中招,报名篇,问：在哪里报名？答：可登录“上海招考热线”网站（www.shmeea.edu.cn）“首页—考试报名”选择对应的模块。,"['(中考中招-报名篇, 报名入口, 上海招考热线网站)']"
中考中招,中考中招,报名篇,问：中招有补报名吗？答：有的。因材料不全等原因未参加统一报名的学生，最迟须在2024年5月7日前持有效报名资格证明材料向学校或户口（居住地）所在区招考机构提出申请，经学校所在区或户口（居住地）所在区招考机构审核同意后，于2024年5月6日至7日进行补报名。参加补报名的学生从完成报名确认起享受后续时间段内的本市中招相关政策。注：以上为2024年中招报名中关于补报名相关规定,"['(中考中招, 包含, 补报名)', '(学生, 未参加报名原因, 材料不全)', '(学生, 申请补报名, 学籍所在学校或区考试招生机构)', '(补报名, 时间, 2024年5月6日至7日)', '(报名确认, 可享受, 本市中招相关政策)', '(补报名, 申请截止日期, 2024年5月7日)', '(补报名, 属于, 2024年中招报名规定)']"
中考中招,中考中招,报名篇,问：居住证积分不足120分的随迁人员子女能够参加中招吗？答：不能参加中招。符合报名条件的随迁子女能够参加“本市全日制普通中等职业学校自主招收本市初中应届毕业生中来沪人员随迁子女”招生报名。,[]
中考中招,中考中招,报名篇,问：随迁子女参加“全日制普通中等职业学校自主招收本市初中应届毕业生中来沪人员随迁子女”报名有什么条件吗？答：（1）学生父母一方持有效期内《上海市居住证》，且在2024年5月7日前参加本市职工社会保险累计满6个月。（2）学生父母一方持有效期内《上海市居住证》且连续3年（从首次登记日起至2024年5月7日）在社区事务受理服务中心办妥灵活就业登记。（3）学生为在本市全日制普通初中学校就读满3年的应届初三学生。（4）学生本人持有公安部门颁发的有效身份证或户口簿原件及有效期内《上海市居住证》（或居住登记凭证）。凡符合（1）（2）（4）或（2）（3）（4）3项条件的学生，可参加本市全日制普通中等职业学校自主招收本市初中应届毕业生中来沪人员随迁子女招生报名（包括五年一贯制培养模式和中高职贯通培养模式招生）。来沪人员随迁子女往届初中毕业生不能参加报名。,[]
中考中招,中考中招,报名篇,问：符合中职校自主招收随迁子女报名条件的在校应届随迁子女什么时候报名？答：符合中职校自主招收随迁子女报名条件的在校应届随迁子女其网上报名及确认均由区招考机构和学籍学校统一组织，与中招报名学生同步进行网上报名和信息确认。,"['(在校应届随迁子女, 符合, 中职校自主招收随迁子女报名条件)', '(网上报名及确认, 组织者, 区招考机构和学籍学校)', '(在校应届随迁子女的网上报名及确认, 同步进行, 中招报名学生的网上报名及确认)']"
中考中招,中考中招,报名篇,问：往届初中毕业生、结业生或外省市初中毕业生需要参加体检吗？答：学生体检由报名所在区教育行政部门或招考机构自行组织安排。,"['(结业生, 需要参加, 学生体检)', '(学生体检, 组织者, 报名所在区教育行政部门或招考机构)', '(学生体检, 组织者, 报名所在区招考机构)']"
中考中招,中考中招,考试篇,问：本市参与中招录取的初中学业水平考试有哪些科目和科目分数？答：语文150分；数学150分；外语150分，笔试部分140分（含听力25分）、外语听说测试满分10分；综合测试150分，物理试题满分70分、化学试题满分50分、跨学科案例分析题满分15分、理化实验操作考试满分15分（物理实验操作考试满分10分、化学实验操作考试满分5分；道德与法治60分，统一开卷考试满分30分、日常考核满分30分；历史60分，统一开卷考试满分30分、日常考核满分30分；体育与健身30分，统一考试成绩15分、日常考核满分15分。总分750分。,"['(语文, 满分, 150分)', '(数学, 满分, 150分)', '(外语, 总分, 150分)', '(综合测试, 满分, 150分)', '(外语, 包含, 笔试部分)', '(外语笔试部分, 满分, 140分)', '(外语笔试部分, 包含, 听力)', '(外语笔试听力, 满分, 25分)', '(外语, 包含, 外语听说测试)', '(外语听说测试, 满分, 10分)', '(综合测试, 包含, 物理试题)', '(物理试题, 满分, 70分)', '(综合测试, 包含, 化学试题)', '(化学试题, 满分, 50分)', '(综合测试, 包含, 跨学科案例分析题)', '(跨学科案例分析题, 满分, 15分)', '(综合测试, 包含, 理化实验操作考试)', '(理化实验操作考试, 包含, 物理实验操作考试)', '(物理实验操作考试, 满分, 10分)', '(理化实验操作考试, 包含, 化学实验操作考试)', '(化学实验操作考试, 满分, 5分)', '(道德和法治, 总分, 60分)', '(道德和法治, 总分包含, 统一开卷考试)', '(道德和法治, 包含, 日常考核)', '(历史, 满分, 60分)', '(历史, 包含考试部分, 统一开卷考试)', '(体育与健身, 总分, 30分)', '(体育与健身, 包含, 统一考试成绩)', '(体育与健身, 包含考核部分, 日常考核)']"
